Date,Close,S&P 500 Return
2014-11-03,2017.810059,-0.0001189217
2014-10-31,2018.050049,0.0117313938
2014-10-30,1994.650024,0.0062301239
2014-10-29,1982.300049,-0.0013853555
2014-10-28,1985.050049,0.0119390731
2014-10-27,1961.630005,-0.0015015683
2014-10-24,1964.579956,0.0070534495
2014-10-23,1950.819946,0.0123033772
2014-10-22,1927.109985,-0.0072993302
2014-10-21,1941.280029,0.0195744869
2014-10-20,1904.01001,0.0091426572
2014-10-17,1886.76001,0.0128841074
2014-10-16,1862.76001,0.000144978
2014-10-15,1862.48999,-0.008100315
2014-10-14,1877.699951,0.0015788648
2014-10-13,1874.73999,-0.0164679297
2014-10-10,1906.130005,-0.0114510123
2014-10-09,1928.209961,-0.0206614152
2014-10-08,1968.890015,0.0174616503
2014-10-07,1935.099976,-0.0151260527
2014-10-06,1964.819946,-0.0015651598
2014-10-03,1967.900024,0.0111655094
2014-10-02,1946.170044,5.14346190705339E-006
2014-10-01,1946.160034,-0.0132485611
2014-09-30,1972.290039,-0.0027859287
2014-09-29,1977.800049,-0.0025468024
2014-09-26,1982.849976,0.0085758249
2014-09-25,1965.98999,-0.0161687726
2014-09-24,1998.300049,0.0078324913
2014-09-23,1982.77002,-0.0057765013
2014-09-22,1994.290039,-0.0080133231
2014-09-19,2010.400024,-0.0004772696
2014-09-18,2011.359985,0.0048911801
2014-09-17,2001.569946,0.0012956438
2014-09-16,1998.97998,0.007484376
2014-09-15,1984.130005,-0.0007101514
2014-09-12,1985.540039,-0.0059625584
2014-09-11,1997.449951,0.0008819055
2014-09-10,1995.689941,0.0036460744
2014-09-09,1988.439941,-0.0065450092
2014-09-08,2001.540039,-0.0030731142
2014-09-05,2007.709961,0.0050358856
2014-09-04,1997.650024,-0.0015344211
2014-09-03,2000.719971,-0.0007791408
2014-09-02,2002.280029,-0.0005440662
2014-08-29,2003.369995,0.0033204148
2014-08-28,1996.73999,-0.0016899011
2014-08-27,2000.119995,0.000049987
2014-08-26,2000.02002,0.0010510811
2014-08-25,1997.920044,0.0047877791
2014-08-22,1988.400024,-0.0019925872
2014-08-21,1992.369995,0.0029498895
2014-08-20,1986.51001,0.0024778129
2014-08-19,1981.599976,0.0050006522
2014-08-18,1971.73999,0.0085316719
2014-08-15,1955.060059,-6.13728642303579E-005
2014-08-14,1955.180054,0.004345814
2014-08-13,1946.719971,0.0067071602
2014-08-12,1933.75,-0.0016366416
2014-08-11,1936.920044,0.0027594252
2014-08-08,1931.589966,0.0115314027
2014-08-07,1909.569946,-0.00555662
2014-08-06,1920.23999,1.56383940350668E-005
2014-08-05,1920.209961,-0.0096854698
2014-08-04,1938.98999,0.0071890325
2014-08-01,1925.150024,-0.0028591214
2014-07-31,1930.670044,-0.0199992402
2014-07-30,1970.069946,6.09127150357214E-005
2014-07-29,1969.949951,-0.0045277869
2014-07-28,1978.910034,0.0002881547
2014-07-25,1978.339966,-0.0048491504
2014-07-24,1987.97998,0.0004881556
2014-07-23,1987.01001,0.0017544383
2014-07-22,1983.530029,0.0050161499
2014-07-21,1973.630005,-0.0023202506
2014-07-18,1978.219971,0.0102649358
2014-07-17,1958.119995,-0.0118340264
2014-07-16,1981.569946,0.0042010849
2014-07-15,1973.280029,-0.001932096
2014-07-14,1977.099976,0.0048435533
2014-07-11,1967.569946,0.0014709225
2014-07-10,1964.680054,-0.0041310717
2014-07-09,1972.829956,0.0046442678
2014-07-08,1963.709961,-0.0070488018
2014-07-07,1977.650024,-0.0039235219
2014-07-03,1985.439941,0.005479508
2014-07-02,1974.619995,0.0006588131
2014-07-01,1973.319946,0.0066777705
2014-06-30,1960.22998,-0.000372257
2014-06-27,1960.959961,0.0019108685
2014-06-26,1957.219971,-0.0011788837
2014-06-25,1959.530029,0.0048975113
2014-06-24,1949.97998,-0.0064353107
2014-06-23,1962.609985,-0.0001324642
2014-06-20,1962.869995,0.0017300585
2014-06-19,1959.47998,0.0012774786
2014-06-18,1956.97998,0.0077188812
2014-06-17,1941.98999,0.0021725691
2014-06-16,1937.780029,0.0008367051
2014-06-13,1936.160034,0.0031345618
2014-06-12,1930.109985,-0.0070888939
2014-06-11,1943.890015,-0.0035370408
2014-06-10,1950.790039,-0.0002459839
2014-06-09,1951.27002,0.0009387717
2014-06-06,1949.439941,0.0046277585
2014-06-05,1940.459961,0.0065252796
2014-06-04,1927.880005,0.0018916637
2014-06-03,1924.23999,-0.0003792168
2014-06-02,1924.969971,0.0007278264
2014-05-30,1923.569946,0.0018436779
2014-05-29,1920.030029,0.0053671103
2014-05-28,1909.780029,-0.0011140718
2014-05-27,1911.910034,0.0059878059
2014-05-23,1900.530029,0.0042483918
2014-05-22,1892.48999,0.0023622299
2014-05-21,1888.030029,0.0081160988
2014-05-20,1872.829956,-0.0064983981
2014-05-19,1885.079956,0.0038447866
2014-05-16,1877.859985,0.0037469648
2014-05-15,1870.849976,-0.0093618067
2014-05-14,1888.530029,-0.0047010052
2014-05-13,1897.449951,0.0004217578
2014-05-12,1896.650024,0.0096727376
2014-05-09,1878.47998,0.0015194761
2014-05-08,1875.630005,-0.0013736249
2014-05-07,1878.209961,0.0056164683
2014-05-06,1867.719971,-0.0089883919
2014-05-05,1884.660034,0.0018712158
2014-05-02,1881.140015,-0.001348445
2014-05-01,1883.680054,-0.0001432612
2014-04-30,1883.949951,0.0029920169
2014-04-29,1878.329956,0.0047607569
2014-04-28,1869.430054,0.0032360362
2014-04-25,1863.400024,-0.008096391
2014-04-24,1878.609985,0.0017169602
2014-04-23,1875.390015,-0.0022133138
2014-04-22,1879.550049,0.0040921389
2014-04-21,1871.890015,0.0037751235
2014-04-17,1864.849976,0.0013638529
2014-04-16,1862.310059,0.010488491
2014-04-15,1842.97998,0.0067573077
2014-04-14,1830.609985,0.0082172863
2014-04-11,1815.689941,-0.0094867739
2014-04-10,1833.079956,-0.0208847957
2014-04-09,1872.180054,0.0109182128
2014-04-08,1851.959961,0.0037505538
2014-04-07,1845.040039,-0.0107501125
2014-04-04,1865.089966,-0.0125372882
2014-04-03,1888.77002,-0.0011264498
2014-04-02,1890.900024,0.0028533264
2014-04-01,1885.52002,0.0070393488
2014-03-31,1872.339966,0.0079241024
2014-03-28,1857.619995,0.0046402219
2014-03-27,1849.040039,-0.0019000841
2014-03-26,1852.560059,-0.0070003195
2014-03-25,1865.619995,0.00440394
2014-03-24,1857.439941,-0.0048647102
2014-03-21,1866.52002,-0.0029326713
2014-03-20,1872.01001,0.0060405047
2014-03-19,1860.77002,-0.0061316491
2014-03-18,1872.25,0.007219619
2014-03-17,1858.829956,0.0096136345
2014-03-14,1841.130005,-0.0028217777
2014-03-13,1846.339966,-0.0117010949
2014-03-12,1868.199951,0.0003051707
2014-03-11,1867.630005,-0.005082139
2014-03-10,1877.170044,-0.0004632462
2014-03-07,1878.040039,0.0005380894
2014-03-06,1877.030029,0.0017184079
2014-03-05,1873.810059,-0.000053351
2014-03-04,1873.910034,0.0152677013
2014-03-03,1845.72998,-0.0073785105
2014-02-28,1859.449951,0.0027826887
2014-02-27,1854.290039,0.004948083
2014-02-26,1845.160034,2.16999436939425E-005
2014-02-25,1845.119995,-0.0013476816
2014-02-24,1847.609985,0.0061865133
2014-02-21,1836.25,-0.0019187234
2014-02-20,1839.780029,0.0060314581
2014-02-19,1828.75,-0.0065244844
2014-02-18,1840.76001,0.001158474
2014-02-14,1838.630005,0.0048092168
2014-02-13,1829.829956,0.0058100249
2014-02-12,1819.26001,-0.0002692623
2014-02-11,1819.75,0.0110621135
2014-02-10,1799.839966,0.0015692346
2014-02-07,1797.02002,0.0133018869
2014-02-06,1773.430054,0.0124397929
2014-02-05,1751.640015,-0.0020282225
2014-02-04,1755.199951,0.0076410886
2014-02-03,1741.890015,-0.0228319197
2014-01-31,1782.589966,-0.0064652993
2014-01-30,1794.189941,0.0112670446
2014-01-29,1774.199951,-0.0102092324
2014-01-28,1792.5,0.0061406524
2014-01-27,1781.560059,-0.0048762937
2014-01-24,1790.290039,-0.0208754486
2014-01-23,1828.459961,-0.0088895765
2014-01-22,1844.859985,0.0005748649
2014-01-21,1843.800049,0.0027737522
2014-01-17,1838.699951,-0.0038951747
2014-01-16,1845.890015,-0.0013471202
2014-01-15,1848.380005,0.0051661881
2014-01-14,1838.880005,0.0108179719
2014-01-13,1819.199951,-0.0125762165
2014-01-10,1842.369995,0.0023066867
2014-01-09,1838.130005,0.0003483094
2014-01-08,1837.48999,-0.0002122092
2014-01-07,1837.880005,0.0060817645
2014-01-06,1826.77002,-0.0025117672
2014-01-03,1831.369995,-0.0003329649
2014-01-02,1831.97998,-0.0088619128
2013-12-31,1848.359985,0.0039596752
2013-12-30,1841.069946,-0.0001792538
2013-12-27,1841.400024,-0.0003365848
2013-12-26,1842.02002,0.0047455296
2013-12-24,1833.319946,0.0029157468
2013-12-23,1827.98999,0.0053181202
2013-12-20,1818.319946,0.004818728
2013-12-19,1809.599976,-0.0005799287
2013-12-18,1810.650024,0.0166479641
2013-12-17,1781,-0.0031009879
2013-12-16,1786.540039,0.00632004
2013-12-13,1775.319946,-0.0001014103
2013-12-12,1775.5,-0.0037705621
2013-12-11,1782.219971,-0.0113168744
2013-12-10,1802.619995,-0.003179659
2013-12-09,1808.369995,0.0018171
2013-12-06,1805.089966,0.0112378709
2013-12-05,1785.030029,-0.0043395729
2013-12-04,1792.810059,-0.0013034927
2013-12-03,1795.150024,-0.003192848
2013-12-02,1800.900024,-0.0027190207
2013-11-29,1805.810059,-0.0007856892
2013-11-27,1807.22998,0.0024850811
2013-11-26,1802.75,0.0001498047
2013-11-25,1802.47998,-0.0012633425
2013-11-22,1804.76001,0.0049614579
2013-11-21,1795.849976,0.0081285646
2013-11-20,1781.369995,-0.0036356111
2013-11-19,1787.869995,-0.0020429655
2013-11-18,1791.530029,-0.0036981975
2013-11-15,1798.180054,0.0042220343
2013-11-14,1790.619995,0.0048372587
2013-11-13,1782,0.0080953445
2013-11-12,1767.689941,-0.002370392
2013-11-11,1771.890015,0.0007229317
2013-11-08,1770.609985,0.0134275596
2013-11-07,1747.150024,-0.0131827721
2013-11-06,1770.48999,0.00426554
2013-11-05,1762.969971,-0.0028055878
2013-11-04,1767.930054,0.0035705587
2013-11-01,1761.640015,0.0029034214
2013-10-31,1756.540039,-0.0038393815
2013-10-30,1763.310059,-0.0048759233
2013-10-29,1771.949951,0.0055841951
2013-10-28,1762.109985,0.0013296993
2013-10-25,1759.77002,0.0043948439
2013-10-24,1752.069946,0.0032581345
2013-10-23,1746.380005,-0.0047245572
2013-10-22,1754.670044,0.0057375132
2013-10-21,1744.660034,9.17363141301752E-005
2013-10-18,1744.5,0.0065487556
2013-10-17,1733.150024,0.0067439529
2013-10-16,1721.540039,0.0138275321
2013-10-15,1698.060059,-0.0070637234
2013-10-14,1710.140015,0.0040747206
2013-10-11,1703.199951,0.0062862715
2013-10-10,1692.560059,0.0218304965
2013-10-09,1656.400024,0.0005739062
2013-10-08,1655.449951,-0.0123320789
2013-10-07,1676.119995,-0.008506362
2013-10-04,1690.5,0.0070532245
2013-10-03,1678.660034,-0.0089794146
2013-10-02,1693.869995,-0.0006666696
2013-10-01,1695,0.0079985434
2013-09-30,1681.550049,-0.0060292307
2013-09-27,1691.75,-0.0040738012
2013-09-26,1698.670044,0.0034854256
2013-09-25,1692.77002,-0.0027394657
2013-09-24,1697.420044,-0.0025971431
2013-09-23,1701.839966,-0.0047195863
2013-09-20,1709.910034,-0.0072168865
2013-09-19,1722.339966,-0.001842954
2013-09-18,1725.52002,0.012177673
2013-09-17,1704.76001,0.0042177392
2013-09-16,1697.599976,0.0056931534
2013-09-13,1687.98999,0.0027146796
2013-09-12,1683.420044,-0.0033804154
2013-09-11,1689.130005,0.0030522836
2013-09-10,1683.98999,0.0073457892
2013-09-09,1671.709961,0.0099928808
2013-09-06,1655.170044,5.44312071892872E-005
2013-09-05,1655.079956,0.0012098628
2013-09-04,1653.079956,0.0081169529
2013-09-03,1639.77002,0.0041642217
2013-08-30,1632.969971,-0.0031743182
2013-08-29,1638.170044,0.0019634016
2013-08-28,1634.959961,0.0027476455
2013-08-27,1630.47998,-0.0158741948
2013-08-26,1656.780029,-0.004039658
2013-08-23,1663.5,0.0039470109
2013-08-22,1656.959961,0.0086193764
2013-08-21,1642.800049,-0.0057796031
2013-08-20,1652.349976,0.0038211953
2013-08-19,1646.060059,-0.0059003021
2013-08-16,1655.829956,-0.0033045952
2013-08-15,1661.319946,-0.0142816018
2013-08-14,1685.390015,-0.0051766178
2013-08-13,1694.160034,0.0027760559
2013-08-12,1689.469971,-0.0011529206
2013-08-09,1691.420044,-0.0035699602
2013-08-08,1697.47998,0.0038854498
2013-08-07,1690.910034,-0.003805865
2013-08-06,1697.369995,-0.0057230338
2013-08-05,1707.140015,-0.0014798347
2013-08-02,1709.670044,0.0016404583
2013-08-01,1706.869995,0.0125405701
2013-07-31,1685.72998,-0.0001364095
2013-07-30,1685.959961,0.000373817
2013-07-29,1685.329956,-0.0037360375
2013-07-26,1691.650024,0.000828294
2013-07-25,1690.25,0.0025564724
2013-07-24,1685.939941,-0.003811222
2013-07-23,1692.390015,-0.0018519365
2013-07-22,1695.530029,0.0020330261
2013-07-19,1692.089966,0.0016100505
2013-07-18,1689.369995,0.0050329648
2013-07-17,1680.910034,0.002774047
2013-07-16,1676.26001,-0.0037087608
2013-07-15,1682.5,0.0013748797
2013-07-12,1680.189941,0.0030864831
2013-07-11,1675.02002,0.0135542503
2013-07-10,1652.619995,0.0001815926
2013-07-09,1652.319946,0.0072296705
2013-07-08,1640.459961,0.0052515463
2013-07-05,1631.890015,0.0102017325
2013-07-03,1615.410034,0.0008240472
2013-07-02,1614.079956,-0.0005449082
2013-07-01,1614.959961,0.0054037477
2013-06-28,1606.280029,-0.0042895625
2013-06-27,1613.199951,0.0061998309
2013-06-26,1603.26001,0.0095904868
2013-06-25,1588.030029,0.0094972718
2013-06-24,1573.089966,-0.0121450157
2013-06-21,1592.430054,0.002669777
2013-06-20,1588.189941,-0.0250103514
2013-06-19,1628.930054,-0.0138514746
2013-06-18,1651.810059,0.0077911581
2013-06-17,1639.040039,0.0075673647
2013-06-14,1626.72998,-0.0058850162
2013-06-13,1636.359985,0.0147842909
2013-06-12,1612.52002,-0.0083695553
2013-06-11,1626.130005,-0.0101533673
2013-06-10,1642.810059,-0.0003468133
2013-06-07,1643.380005,0.012831541
2013-06-06,1622.560059,0.0084902945
2013-06-05,1608.900024,-0.0137797331
2013-06-04,1631.380005,-0.0055108075
2013-06-03,1640.420044,0.0059359886
2013-05-31,1630.73999,-0.0143072416
2013-05-30,1654.410034,0.0036703445
2013-05-29,1648.359985,-0.0070479824
2013-05-28,1660.060059,0.0063409815
2013-05-24,1649.599976,-0.0005513653
2013-05-23,1650.51001,-0.0029238325
2013-05-22,1655.349976,-0.0082736572
2013-05-21,1669.160034,0.0017223862
2013-05-20,1666.290039,-0.0007076181
2013-05-17,1667.469971,0.0103000965
2013-05-16,1650.469971,-0.0050097408
2013-05-15,1658.780029,0.005114136
2013-05-14,1650.339966,0.0101421533
2013-05-13,1633.77002,4.2889760728082E-005
2013-05-10,1633.699951,0.0043216552
2013-05-09,1626.670044,-0.0036871036
2013-05-08,1632.689941,0.004139081
2013-05-07,1625.959961,0.0052302696
2013-05-06,1617.5,0.0019077786
2013-05-03,1614.420044,0.0105346668
2013-05-02,1597.589966,0.0094079835
2013-05-01,1582.699951,-0.0093078835
2013-04-30,1597.569946,0.0024848997
2013-04-29,1593.609985,0.0071860116
2013-04-26,1582.23999,-0.0018421131
2013-04-25,1585.160034,0.0040347322
2013-04-24,1578.790039,6.34033862612071E-006
2013-04-23,1578.780029,0.0104192186
2013-04-22,1562.5,0.00466163
2013-04-19,1555.25,0.0088479026
2013-04-18,1541.609985,-0.0067010038
2013-04-17,1552.01001,-0.0143276811
2013-04-16,1574.569946,0.0143072233
2013-04-15,1552.359985,-0.0229662911
2013-04-12,1588.849976,-0.0028367667
2013-04-11,1593.369995,0.0035522507
2013-04-10,1587.72998,0.0121891325
2013-04-09,1568.609985,0.0035443321
2013-04-08,1563.069946,0.006302738
2013-04-05,1553.280029,-0.0042948955
2013-04-04,1559.97998,0.0040484519
2013-04-03,1553.689941,-0.010546129
2013-04-02,1570.25,0.0051722641
2013-04-01,1562.170044,-0.0044735802
2013-03-28,1569.189941,0.004056669
2013-03-27,1562.849976,-0.0005883499
2013-03-26,1563.77002,0.0077851114
2013-03-25,1551.689941,-0.0033400394
2013-03-22,1556.890015,0.0071742565
2013-03-21,1545.800049,-0.0082824338
2013-03-20,1558.709961,0.0066974923
2013-03-19,1548.339966,-0.0024225308
2013-03-18,1552.099976,-0.0055103321
2013-03-15,1560.699951,-0.0016184624
2013-03-14,1563.22998,0.0056029899
2013-03-13,1554.52002,0.0013140524
2013-03-12,1552.47998,-0.0024032534
2013-03-11,1556.219971,0.0032490857
2013-03-08,1551.180054,0.0044811392
2013-03-07,1544.26001,0.0018164916
2013-03-06,1541.459961,0.0010845128
2013-03-05,1539.790039,0.0095660166
2013-03-04,1525.199951,0.0046107234
2013-03-01,1518.199951,0.0023238551
2013-02-28,1514.680054,-0.0008640796
2013-02-27,1515.98999,0.0127259942
2013-02-26,1496.939941,0.0061094634
2013-02-25,1487.849976,-0.0183095807
2013-02-22,1515.599976,0.0087724682
2013-02-21,1502.420044,-0.0063030572
2013-02-20,1511.949951,-0.0124041378
2013-02-19,1530.939941,0.0073364752
2013-02-15,1519.790039,-0.0010450814
2013-02-14,1521.380005,0.0006906718
2013-02-13,1520.329956,0.0005922629
2013-02-12,1519.430054,0.0015952723
2013-02-11,1517.01001,-0.0006061175
2013-02-08,1517.930054,0.0056579406
2013-02-07,1509.390015,-0.001805399
2013-02-06,1512.119995,0.0005491706
2013-02-05,1511.290039,0.0104165102
2013-02-04,1495.709961,-0.0115387448
2013-02-01,1513.170044,0.0100527058
2013-01-31,1498.109985,-0.0025633014
2013-01-30,1501.959961,-0.0038996214
2013-01-29,1507.839966,0.0051059951
2013-01-28,1500.180054,-0.0018496215
2013-01-25,1502.959961,0.0054454819
2013-01-24,1494.819946,6.61421826841924E-006
2013-01-23,1494.810059,0.001507477
2013-01-22,1492.560059,0.0044281074
2013-01-18,1485.97998,0.0034032704
2013-01-17,1480.939941,0.0056429218
2013-01-16,1472.630005,0.0001969919
2013-01-15,1472.339966,0.0011286697
2013-01-14,1470.680054,-0.0009306715
2013-01-11,1472.050049,-4.75137897981703E-005
2013-01-10,1472.119995,0.0075974147
2013-01-09,1461.02002,0.0026558665
2013-01-08,1457.150024,-0.0032423718
2013-01-07,1461.890015,-0.0031231161
2013-01-04,1466.469971,0.0048650966
2013-01-03,1459.369995,-0.0020856176
2013-01-02,1462.420044,0.0254034207
2012-12-31,1426.189941,0.0169419408
2012-12-28,1402.430054,-0.0110499417
2012-12-27,1418.099976,-0.0012184417
2012-12-26,1419.829956,-0.0047874601
2012-12-24,1426.660034,-0.0024402964
2012-12-21,1430.150024,-0.0093786876
2012-12-20,1443.689941,0.0054881089
2012-12-19,1435.810059,-0.0075892007
2012-12-18,1446.790039,0.0114866566
2012-12-17,1430.359985,0.0118705906
2012-12-14,1413.579956,-0.0041354012
2012-12-13,1419.449951,-0.006321425
2012-12-12,1428.47998,0.0004482393
2012-12-11,1427.839966,0.0065488821
2012-12-10,1418.550049,0.0003385609
2012-12-07,1418.069946,0.0029209197
2012-12-06,1413.939941,0.0033065905
2012-12-05,1409.280029,0.0015848619
2012-12-04,1407.050049,-0.0017098123
2012-12-03,1409.459961,-0.004745225
2012-11-30,1416.180054,0.0001625079
2012-11-29,1415.949951,0.0042696423
2012-11-28,1409.930054,0.0078560292
2012-11-27,1398.939941,-0.0052265875
2012-11-26,1406.290039,-0.0020295816
2012-11-23,1409.150024,0.0130263148
2012-11-21,1391.030029,0.0023201806
2012-11-20,1387.810059,0.0006633864
2012-11-19,1386.890015,0.0198620539
2012-11-16,1359.880005,0.0048399498
2012-11-15,1353.329956,-0.0015935448
