Date,Value
1990-01-03,-0.00014945821397437
1990-01-04,-0.0048581180398117
1990-01-05,-0.0081650024319762
1990-01-08,0.0076156134499233
1990-01-09,-0.010152556748033
1990-01-10,-0.0055531453362256
1990-01-11,0.0036464241049357
1990-01-12,-0.025885020665273
1990-01-15,-0.0073776313489836
1990-01-16,0.0087099203182773
1990-01-17,-0.012437700083933
1990-01-18,0.0027264556452674
1990-01-19,0.0043204644499284
1990-01-22,-0.028921916427051
1990-01-23,0.0057182410736605
1990-01-24,-0.0041371610357433
1990-01-25,-0.016686504127472
1990-01-26,-0.0007067441351950599
1990-01-29,-0.0022858437889521
1990-01-30,-0.0039712067925653
1990-01-31,0.0185983233985
1990-02-01,-0.0016521651856369
1990-02-02,0.0063566694763866
1990-02-05,0.0076151688631038
1990-02-06,-0.0061810777420191
1990-02-07,0.012960852699793999
1990-02-08,0.0016211568545011
1990-02-09,0.0014483601008936
1990-02-12,-0.01097349142814
1990-02-13,0.0018937513840421
1990-02-14,8.383826835877199e-05
1990-02-15,0.0096139190342641
1990-02-16,-0.0052688192334548
1990-02-20,-0.014698796094991997
1990-02-21,-0.0051177387989295
1990-02-22,-0.0034022821223428
1990-02-23,-0.0041091048909223
1990-02-26,0.014932590798654
1990-02-27,0.0056254034613138
1990-02-28,0.0038706669927249
1990-03-01,0.0031744219240651
1990-03-02,0.0093982751490179
1990-03-05,-0.0040633598460359
1990-03-06,0.01028476533751
1990-03-07,-0.0026935146443515
1990-03-08,0.0099565850935911
1990-03-09,-0.0047623109818743
1990-03-12,0.001259628893949
1990-03-13,-0.0045259815908676
1990-03-14,0.0049690602157372
1990-03-15,0.0029317221263169
1990-03-16,0.016878607570518997
1990-03-19,0.0052567834759707
1990-03-20,-0.0061292698947247
1990-03-21,-0.0039470705506912
1990-03-22,-0.011807487728791
1990-03-23,0.0031754039737066
1990-03-26,0.001249870575532
1990-03-27,0.010813765391519002
1990-03-28,0.0024662579376968
1990-03-29,-0.0058279178770197
1990-03-30,-0.0075118231477068
1990-04-02,-0.0024970356935739
1990-04-03,0.013427391731008001
1990-04-04,-0.0063360750682389
1990-04-05,0.0006619180177762401
1990-04-06,-0.0014883303872967
1990-04-09,0.0018217818867037
1990-04-10,0.0033099810071011
1990-04-11,-0.00049430994331909
1990-04-12,0.0080850487044507
1990-04-16,0.0040918671415073
1990-04-17,0.0009807966529862
1990-04-18,-0.011891805898538
1990-04-19,-0.0076622464213577
1990-04-20,-0.0058961481448705
1990-04-23,-0.010860735547765999
1990-04-24,-0.0045637442953197
1990-04-25,0.004498022226408
1990-04-26,0.0038028232399754
1990-04-27,-0.011779958006112
1990-04-30,0.0044271374832234
1990-05-01,0.004577003568256
1990-05-02,0.0077634398932901
1990-05-03,0.0024278342082956
1990-05-04,0.0052630212486602
1990-05-07,0.0041544296698593
1990-05-08,0.0043870929813861
1990-05-09,-0.00024875985893847
1990-05-10,0.0020600977723135
1990-05-11,0.023030772208245
1990-05-14,0.0071209817317372
1990-05-15,0.00032606422756433997
1990-05-16,-0.00098141685415153
1990-05-17,0.0042664415820236
1990-05-18,-0.0041670933817376
1990-05-21,0.0087839682826757
1990-05-22,0.0026540770842415
1990-05-23,0.0014129295323309
1990-05-24,-0.00024857681023438
1990-05-25,-0.012127260947978996
1990-05-29,0.017572281383378
1990-05-30,0.0028113667004589
1990-05-31,-0.00066005224834643
1990-06-01,0.0084507727711999
1990-06-04,0.011796054423176001
1990-06-05,-0.0034716662294434
1990-06-06,-0.0045641025641025
1990-06-07,-0.0049181735442104
1990-06-08,-0.012062830260963999
1990-06-11,0.010547167042811
1990-06-12,0.014122389432235002
1990-06-13,-0.0012681443502806
1990-06-14,-0.00050517117793631
1990-06-15,0.0026193387108892
1990-06-18,-0.018294282142723
1990-06-19,0.0039484001693163
1990-06-20,0.00060133537925608
1990-06-21,0.0022208406728145
1990-06-22,-0.015352910160491002
1990-06-25,-0.0042454448092174
1990-06-26,-0.0009560464666702699
1990-06-27,0.0069661158275078
1990-06-28,0.0057928885131004
1990-06-29,0.00068780808070282
1990-07-02,0.0064463722233216
1990-07-03,0.0042666059615212
1990-07-05,-0.011134656532594999
