Date,Value
1960-01-05,0.0094395193355522
1960-01-06,-0.0041577311917371
1960-01-07,-0.0072661217075387
1960-01-08,-0.0028480358882035
1960-01-11,-0.012682580320542002
1960-01-12,-0.010087535223934
1960-01-13,-0.0060415184046756
1960-01-14,0.0062305770519772
1960-01-15,-0.0012868454120177
1960-01-18,-0.008822459374242
1960-01-19,-0.013443244731288
1960-01-20,-0.0021393027113336
1960-01-21,0.0027031645667944
1960-01-22,0.00065072897138353
1960-01-25,-0.010497793605326
1960-01-26,0.001204875835198
1960-01-27,-0.0033914728682172
1960-01-28,-0.012279078520238
1960-01-29,-0.011463228756510001
1960-02-01,0.0057498956024542
1960-02-02,0.017119131267965
1960-02-03,-0.0093418325692394
1960-02-04,0.00026942643865787003
1960-02-05,-0.0069239788319549
1960-02-08,-0.011710834915518999
1960-02-09,0.014561774534652999
1960-02-10,-0.0080992919086642
1960-02-11,-0.0076841632443531
1960-02-12,0.0059168727872349995
1960-02-15,-0.0074731208717034
1960-02-16,-0.010120146377796999
1960-02-17,0.0036314265617586
1960-02-18,0.014081981908565001
1960-02-19,0.010061235313972
1960-02-23,-0.0035961492561063
1960-02-24,-0.003928520097734
1960-02-25,0.0076635723790742
1960-02-26,0.0055528153887766
1960-02-29,-0.0029746835443038
1960-03-01,-0.005157747730591
1960-03-02,-0.0087737489431621
1960-03-03,-0.014999114859101999
1960-03-04,-0.0036925087819622
1960-03-07,-0.0094622738975713
1960-03-08,-0.0081454256481573
1960-03-09,0.013453513603738998
1960-03-10,-0.007988009750313002
1960-03-11,0.00584416662516
1960-03-14,0.0015846029414191
1960-03-15,0.0088828095387201
1960-03-16,0.0074324545068445
1960-03-17,-0.0026591863538339
1960-03-18,0.0021622851940365
1960-03-21,0.00094091690730353
1960-03-22,0.0017666126418153
1960-03-23,0.0064230128298466
1960-03-24,0.0031186702247373
1960-03-25,-0.0024519230769229996
1960-03-28,-0.0011084871560076
1960-03-29,-0.0022998488211264
1960-03-30,-0.00066091722414761
1960-03-31,-0.0054037487498791
1960-04-01,-0.00098931218475813
1960-04-04,0.0041559790902301
1960-04-05,0.0059009926601353
1960-04-06,0.0098362236615823
1960-04-07,0.0011459311486369
1960-04-08,-0.0014784668457783
1960-04-11,-0.0051106511701959
1960-04-12,0.0025764534558082
1960-04-13,0.0
1960-04-14,0.0057781324820431
1960-04-18,0.0010315495461182
1960-04-19,-0.0069280403316581
1960-04-20,-0.012276500638569998
1960-04-21,0.00071115708490236
1960-04-22,-0.0045707825244285
1960-04-25,-0.0084209501557633
1960-04-26,-0.00034362574247711003
1960-04-27,-0.001571400510705
1960-04-28,-0.0092301134500623
1960-04-29,-0.004351926927341
1960-05-02,-0.0034734917733089997
1960-05-03,0.013542135721551999
1960-05-04,0.005364224244319001
1960-05-05,-0.0043699569551056
1960-05-06,-0.0011507101525514
1960-05-09,-0.0002304071623712
1960-05-10,-0.0043787449792585
1960-05-11,0.0028438213022055
1960-05-12,0.0021927655224718
1960-05-13,0.013423922878246999
1960-05-16,0.0022076846906807
1960-05-17,0.0068676201428595
1960-05-18,0.0022038833389637
1960-05-19,0.0026966292134831
1960-05-20,0.00089645898700144
1960-05-23,-0.0025270296206257
1960-05-24,-0.0036398037392169
1960-05-25,-0.00017702248185522
1960-05-26,0.0024304661344321
1960-05-27,0.0031952985757639
1960-05-31,0.0011524056467877
1960-06-01,-0.0009752198241407099
1960-06-02,0.0047688393157196
1960-06-03,0.0017678818863778
1960-06-06,0.012623612833476001
1960-06-07,0.013596684041951999
1960-06-08,0.0073887047306298
1960-06-09,0.0093334358422387
1960-06-10,-0.0023460589256878
1960-06-13,0.0014811873931102
1960-06-14,-0.0014789967218114
1960-06-15,-0.0083374053261667
1960-06-16,-0.0017708108773983
1960-06-17,0.0040415259074151
1960-06-20,-0.0051775261564934
1960-06-21,-0.0039998764516927
1960-06-22,0.0006667390259409
1960-06-23,0.0031765216313375
1960-06-24,-0.00061784649603802
1960-06-27,-0.0069859816695259
1960-06-28,-0.0078289156251459
1960-06-29,0.0014589150691807
1960-06-30,0.0034931624868811
1960-07-01,0.0010614716992912
1960-07-05,-0.00060813971620144
1960-07-06,-0.0008425519963800901
1960-07-07,0.0070584193513125
1960-07-08,0.0031323171393571
1960-07-11,-0.010001391229073
1960-07-12,-0.0098682156017739
1960-07-13,-0.0031697470510313
1960-07-14,-0.0012497824745692
1960-07-15,-0.0017107013875690001
1960-07-18,-0.0067275958365067
1960-07-19,-0.0019488817891374
1960-07-20,-0.0010403662089055
1960-07-21,-0.01201672728438
1960-07-22,-0.010962814005157
1960-07-25,-0.013429091445718
1960-07-26,0.0084264060630236
1960-07-27,-0.0082241450350227
1960-07-28,0.0064976070194097
1960-07-29,0.018260769065663002
1960-08-01,0.0018160297050573
1960-08-02,-0.0067492109735374
1960-08-03,-0.0081312736279492
1960-08-04,0.0008871510949743901
1960-08-05,0.0083055660423813
1960-08-08,0.00081394780966644
1960-08-09,0.0014639145073929
1960-08-10,0.0029722750085269
1960-08-11,0.0086798808135769
1960-08-12,0.0052979707166709
1960-08-15,-0.003209939633971
1960-08-16,0.0020186808081132
1960-08-17,0.001774778952081
1960-08-18,-0.0011491684489417
1960-08-19,0.0055127672493687
1960-08-22,0.0022883658842787
1960-08-23,0.012018201709185
1960-08-24,0.0051230631844459
1960-08-25,-0.0068582829353451
1960-08-26,-0.0016165484336744
1960-08-29,-0.0026252495559083
1960-08-30,-0.012703716546353999
1960-08-31,-0.00065453384418897
1960-09-01,0.0001757216568955
1960-09-02,-0.0014055262737582
1960-09-06,-0.0069895396820319
1960-09-07,-0.013819763227833
1960-09-08,-0.0013882764140004
1960-09-09,0.0044159497563051
1960-09-12,-0.0077672116198788
1960-09-13,0.0040042668417165
1960-09-14,-0.0099707415943378
1960-09-15,-0.0049530287770972
1960-09-16,-0.00084620617564603
1960-09-19,-0.025606961373676
1960-09-20,0.0024541550207922
1960-09-21,0.010302618157089001
1960-09-22,-0.0035506344024501
1960-09-23,-0.011736890990458
1960-09-26,-0.013773069036227
1960-09-27,-0.004037148698756
1960-09-28,-0.0099685113341798
1960-09-29,0.0026534054965910003
1960-09-30,0.016737061637954
1960-10-03,-0.0040162719343607
1960-10-04,-0.0080649348401723
1960-10-05,0.0099973828840618
1960-10-06,0.0083091487009398
